Должность,Ссылка,Компания,Зарплата,Опыт,Удаленная работа,GIT,LINUX,DOCKER,AWS,KUBERNETES,SECURITY,PENTEST,OWASP,SIEM,NETWORK,CRYPTO,COMPLIANCE
Руководитель отдела методологии (Информационная безопасность),https://hh.ru/vacancy/118688426,Секъюритм,от 200000 RUR,Более 6 лет,Да,0,0,0,0,0,1,0,0,0,0,0,0
Старший системный аналитик,https://hh.ru/vacancy/102797005,Р-Вижн,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Senior System Analyst (направление IoT),https://hh.ru/vacancy/118250303,Клауд Солюшенс,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0
Инженер (Экспертиза кибербезопасности),https://hh.ru/vacancy/117224783,СБЕР,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,1,0,0,0,0
Ведущий специалист отдела информационной (кибер) безопасности,https://hh.ru/vacancy/106590223,Рыночный Спецдепозитарий,от 220000 RUR,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Системный администратор,https://hh.ru/vacancy/118064924,Группа компаний Эталон,от 145000 RUR,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Системный Администратор,https://hh.ru/vacancy/106019170,СберСити,от 120000 RUR,От 1 года до 3 лет,Нет,0,1,0,0,0,0,0,0,0,0,0,0
Менеджер по работе с клиентами (без поиска),https://hh.ru/vacancy/118291877,Удостоверяющий Центр Сибири,от 80000 до 120000 RUR,Нет опыта,Нет,0,0,0,0,0,1,0,0,0,0,0,0
Руководитель органа криптографической защиты информации,https://hh.ru/vacancy/118888544,Cloud.ru,не указана,Более 6 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0
Руководитель группы продаж,https://hh.ru/vacancy/107794814,Р-Вижн,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Администратор информационной безопасности,https://hh.ru/vacancy/118176878,HR ME,от 140000 RUR,От 1 года до 3 лет,Нет,0,1,0,0,0,0,0,0,1,0,0,0
Архитектор ИБ решений,https://hh.ru/vacancy/119023776,Positive Technologies,не указана,Более 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
DevOps-инженер,https://hh.ru/vacancy/118277740,КуАпп,не указана,От 3 до 6 лет,Да,0,1,1,0,0,0,0,0,0,0,1,0
Аудитор по информационной безопасности (СКЗИ),https://hh.ru/vacancy/117834604,Солар,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,1,0
Инженер по информационной безопасности,https://hh.ru/vacancy/117648321,iTPROTECT,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,1,0,0,1,0,0,0
Консультант по информационной безопасности (SOC),https://hh.ru/vacancy/117750638,Солар,не указана,От 1 года до 3 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0
Менеджер по продажам,https://hh.ru/vacancy/115590489,ИНФОРМЗАЩИТА,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Менеджер продукта,https://hh.ru/vacancy/118154934,Агропромцифра,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Методолог по информационной безопасности,https://hh.ru/vacancy/118775360,СОГАЗ,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Младший инженер по сопровождению ИБ систем,https://hh.ru/vacancy/118855943,Р-Вижн,не указана,От 1 года до 3 лет,Нет,0,1,1,0,0,0,0,0,0,0,0,0
Senior Developer C++,https://hh.ru/vacancy/114310281,Р-Вижн,не указана,От 3 до 6 лет,Да,0,1,0,0,0,0,0,0,0,0,0,0
Архитектор ИБ по сетевым СрЗИ (Ведущий инженер-проектировщик),https://hh.ru/vacancy/104350733,Солар,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0
Младший менеджер по работе с партнерами,https://hh.ru/vacancy/117379150,BI.ZONE,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Product owner образовательных курсов и программ по информационной безопасности,https://hh.ru/vacancy/118730462,Positive Technologies,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Event-менеджер/менеджер организации и проведения мероприятий,https://hh.ru/vacancy/118142604,АМ Медиа,от 80000 до 120000 RUR,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Ведущий руководитель проектов по информационной безопасности,https://hh.ru/vacancy/119167318,Солар,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Python-разработчик (Data engineer),https://hh.ru/vacancy/116398821,Лига Цифровой Экономики,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0
Senior Python Developer (Центр Искусственного интеллекта),https://hh.ru/vacancy/118714202,СБЕР,не указана,От 3 до 6 лет,Нет,1,1,1,0,0,1,0,0,0,0,0,0
Юрист правового сопровождения коммерческих проектов,https://hh.ru/vacancy/118126715,Солар,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Ведущий аналитик-исследователь киберугроз,https://hh.ru/vacancy/100495142,Р-Вижн,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,1,0,0,0
Ведущий менеджер по работе с государственными заказчиками,https://hh.ru/vacancy/116337405,Солар,не указана,Более 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Аналитик по информационной безопасности (киберугрозы),https://hh.ru/vacancy/118260204,Хайлэнд Голд,не указана,От 1 года до 3 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0
Системный администратор,https://hh.ru/vacancy/118898264,Инжиниринговый холдинг «эВ-групп»,от 160000 до 172500 RUR,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Менеджер по продажам (pre-sale ),https://hh.ru/vacancy/112487640,Компания ТрансТелеКом,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Специалист по реагированию на инциденты кибербезопасности и киберкриминалистике,https://hh.ru/vacancy/118256180,Cloud.ru,не указана,От 3 до 6 лет,Да,0,1,0,0,0,0,0,0,1,0,0,0
PR-менеджер продуктового направления,https://hh.ru/vacancy/118237861,Солар,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,1,0,0,0,1,0,0
Сервис-менеджер IDM,https://hh.ru/vacancy/118329852,Солар,не указана,От 1 года до 3 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0
Менеджер по продажам курсов по кибербезопасности,https://hh.ru/vacancy/118123678,Кодебай,от 50000 до 170000 RUR,От 1 года до 3 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0
Главный специалист отдела информационной безопасности,https://hh.ru/vacancy/118518785,Федеральное автономное учреждение «Национальный институт аккредитации» (ФАУ НИА),не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,1,0,0,0
Руководитель направления Информационная безопасность,https://hh.ru/vacancy/118235047,Филиал ФКУ Центр по обеспечению деятельности Казначейства России по обеспечению услугами в области информационных технологий,не указана,Более 6 лет,Нет,0,0,0,0,0,1,0,0,1,0,0,0
Ведущий инженер по кибербезопасности (веб-приложения),https://hh.ru/vacancy/118869223,СБЕР,не указана,От 1 года до 3 лет,Нет,0,1,0,0,0,0,1,1,0,0,0,1
Senior Golang разработчик в команду Compute Storage [МТС Web Services (MWS)],https://hh.ru/vacancy/118975847,МТС,не указана,Более 6 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0
Solution Architect,https://hh.ru/vacancy/118241123,СБЕР,не указана,Более 6 лет,Нет,0,0,0,0,1,0,0,0,0,0,0,0
Эксперт техподдержки VIP пользователей (Family Office),https://hh.ru/vacancy/118635966,Норникель,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Presale Lead,https://hh.ru/vacancy/117192865,Клауд Солюшенс,не указана,Более 6 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0
Руководитель отдела технической поддержки,https://hh.ru/vacancy/112304228,Амс Тимс,не указана,От 3 до 6 лет,Нет,0,1,0,0,0,1,0,0,0,0,0,0
Корпоративный архитектор,https://hh.ru/vacancy/115130094,СБЕР,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
DevSecOps,https://hh.ru/vacancy/116454142,Лига Цифровой Экономики,не указана,От 3 до 6 лет,Нет,1,1,1,0,1,0,0,0,0,0,0,0
Менеджер по работе с ключевыми клиентами,https://hh.ru/vacancy/117022719,iTPROTECT,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Ведущий инженер по кибербезопасности,https://hh.ru/vacancy/118770504,Ростелеком - Центры обработки данных,не указана,От 1 года до 3 лет,Нет,0,1,0,0,0,0,0,0,1,0,0,0
Аналитик (Информационная безопасность),https://hh.ru/vacancy/119058087,Цикада,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0
Креатор,https://hh.ru/vacancy/116448173,Р-Вижн,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0
Администратор информационной безопасности,https://hh.ru/vacancy/118313014,СБЕР,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,1,0,0,0
Senior Tech Product Owner Object Storage [МТС Web Services (MWS)],https://hh.ru/vacancy/119108954,МТС,не указана,Более 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
"Менеджер по развитию бизнеса, BDM (Информационная безопасность)",https://hh.ru/vacancy/119037054,Цикада,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0
Go разработчик сетевых инструментов,https://hh.ru/vacancy/118386155,CyberOK,не указана,От 3 до 6 лет,Да,0,1,0,0,0,0,0,0,0,0,0,0
Ведущий специалист отдела по кибербезопасности,https://hh.ru/vacancy/117334005,Современные технологии,до 235000 RUR,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,1,0,0,0
Специалист по кибербезопасности,https://hh.ru/vacancy/116760466,Российские космические системы,от 95000 до 103000 RUR,От 1 года до 3 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0
Сетевой инженер,https://hh.ru/vacancy/119010249,Инфосистемы Джет,не указана,От 1 года до 3 лет,Нет,0,1,0,0,0,0,0,0,0,0,0,0
"Программный эксперт на курс OSINT аналитика, кибербезопасность",https://hh.ru/vacancy/119132332,Яндекс Практикум,не указана,От 3 до 6 лет,Да,0,0,0,0,0,1,0,0,0,0,0,0
Руководитель направления по развитию продуктов кибербезопасности,https://hh.ru/vacancy/118072671,МегаФон,не указана,Более 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Дежурный инженер по администрированию прикладных СЗИ,https://hh.ru/vacancy/118782838,BI.ZONE,не указана,От 1 года до 3 лет,Нет,0,1,0,0,0,0,0,0,0,0,0,0
Юрист - договорник в ИТ компанию,https://hh.ru/vacancy/118008428,Staffwell,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0
Специалист по кибербезопасности / Специалист по информационной безопасности,https://hh.ru/vacancy/117647149,МЕДЭКСПЕРТ ПЛЮС,до 150000 RUR,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Руководитель технического сопровождения ИБ,https://hh.ru/vacancy/118557360,CtrlHack,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
SRE-инженер (PAM),https://hh.ru/vacancy/116493053,BI.ZONE,не указана,От 3 до 6 лет,Нет,0,1,1,0,1,1,0,0,0,0,0,0
Главный специалист группы по работе с выпускниками,https://hh.ru/vacancy/118650825,Финансовый университет при Правительстве РФ,от 95000 до 95000 RUR,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Ведущий SM-менеджер,https://hh.ru/vacancy/116363286,Солар,не указана,От 1 года до 3 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0
Специалист по кибербезопасности,https://hh.ru/vacancy/118208670,ДНКОМ,не указана,От 1 года до 3 лет,Нет,0,1,0,0,0,0,0,0,1,0,0,0
Системный администратор,https://hh.ru/vacancy/118905045,Р-Вижн,не указана,От 3 до 6 лет,Нет,1,1,1,0,1,0,0,0,0,0,0,0
PR-менеджер,https://hh.ru/vacancy/116505972,Р-Вижн,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Эксперт по кибербезопасности,https://hh.ru/vacancy/116019825,СБЕР,не указана,От 3 до 6 лет,Нет,0,1,0,1,1,0,0,1,0,0,0,0
Руководитель подразделения информационной безопасности (партнерский найм),https://hh.ru/vacancy/118561526,Positive Technologies,от 250000 до 300000 RUR,Более 6 лет,Нет,0,0,0,0,0,1,0,0,1,0,0,0
Специалист по информационной безопасности,https://hh.ru/vacancy/118875956,Группа компаний РБЕ (RBE Group),не указана,От 3 до 6 лет,Да,1,0,0,0,0,0,0,1,0,0,0,0
Главный эксперт по информационной безопасности (ПДН/КИИ),https://hh.ru/vacancy/117686008,Международный аэропорт Шереметьево,от 249000 до 294000 RUR,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0
Executive Key Account Manager (ИБ),https://hh.ru/vacancy/118888682,Вебмониторэкс,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Middle Solution Architect [IGA],https://hh.ru/vacancy/115683763,МТС,не указана,От 3 до 6 лет,Да,0,0,1,0,1,0,0,0,0,0,0,0
Аналитик бизнес-процессов,https://hh.ru/vacancy/116793951,Амс Тимс,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Ведущий менеджер по продажам\Senior account manager,https://hh.ru/vacancy/105983559,Р-Вижн,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Tech Lead в отдел архитектуры и инфраструктуры,https://hh.ru/vacancy/118746143,СберСпасибо,не указана,Более 6 лет,Нет,1,1,0,0,1,1,0,0,0,0,0,0
Системный аналитик (системы мониторинга),https://hh.ru/vacancy/117914274,Клауд Солюшенс,не указана,Более 6 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0
Директор департамента продаж,https://hh.ru/vacancy/117103618,ГК Innostage,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Ведущий системный администратор,https://hh.ru/vacancy/118524315,Bellerage,не указана,От 3 до 6 лет,Нет,0,1,1,0,1,0,0,0,0,0,0,0
Специалист по кибербезопасности,https://hh.ru/vacancy/118913083,Bayer,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,1,0,0,0,1,0,0
Менеджер по продажам ИТ/ИБ услуг / Руководитель отдела продаж,https://hh.ru/vacancy/118465736,SIMPLITY,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
"PR-менеджер направления ""Корпоративные коммуникации""",https://hh.ru/vacancy/116336769,Солар,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
KAM / Менеджер по продаже решений Кибербезопасности (Телеком),https://hh.ru/vacancy/115896849,ИНФОРМЗАЩИТА,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Специалист по исследованию киберугроз (TI),https://hh.ru/vacancy/111238807,ИнфоТеКС,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,1,1,0,0,0
Маркетинговый координатор по онлайн-продвижению,https://hh.ru/vacancy/118715044,BI.ZONE,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Специалист по техническому обучению (продукт BI.ZONE EDR),https://hh.ru/vacancy/117281710,BI.ZONE,не указана,От 3 до 6 лет,Нет,0,1,0,0,0,0,0,0,1,0,0,0
Бизнес-аналитик (Проекты 1С),https://hh.ru/vacancy/118314290,Солар,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0
Менеджер по продвижению решений,https://hh.ru/vacancy/118506669,BI.ZONE,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Владелец знаний по кибербезопасности для генеративного ИИ,https://hh.ru/vacancy/118146685,СБЕР,не указана,От 3 до 6 лет,Нет,0,1,0,0,0,0,0,0,0,0,0,0
Middle+ Пентестер (Pentester)/специалист по тестированию на проникновение,https://hh.ru/vacancy/118442937,Нейроинформ,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,1,0,0,0,0
Специалист по автоматизации тестирования,https://hh.ru/vacancy/116799599,BI.ZONE,не указана,От 1 года до 3 лет,Да,0,1,1,0,0,0,0,0,0,0,0,0
Эксперт по кибербезопасности,https://hh.ru/vacancy/117681694,Русская Нержавеющая Компания,не указана,От 1 года до 3 лет,Да,0,1,0,0,0,1,0,0,0,0,0,0
Тренер по кибербезопасности,https://hh.ru/vacancy/117831001,F6,не указана,От 3 до 6 лет,Нет,0,1,0,0,0,0,0,0,0,0,0,0
Специалист по информационной безопасности,https://hh.ru/vacancy/110302266,Медиа Бизнес Солюшенс,не указана,От 3 до 6 лет,Нет,1,1,1,0,1,1,0,1,1,0,0,0
Специалист по администрированию сетевого оборудования,https://hh.ru/vacancy/118249025,BI.ZONE,не указана,От 1 года до 3 лет,Нет,0,1,0,0,0,0,0,0,0,0,0,0
Менеджер по развитию бизнеса (информационная безопасность),https://hh.ru/vacancy/118075683,IBS,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Специалист по информационной безопасности,https://hh.ru/vacancy/118258764,СИСТЭМ ЭЛЕКТРИК,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0
Менеджер по работе с вендорами,https://hh.ru/vacancy/118406388,ГК Innostage,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Менеджер по продажам ИТ/ИБ услуг / Руководитель отдела продаж,https://hh.ru/vacancy/118465735,SIMPLITY,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Рыночный Аналитик/Руководитель рыночной аналитики (ИБ),https://hh.ru/vacancy/117650415,INFOWATCH,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0
Редактор в B2B,https://hh.ru/vacancy/118248373,BI.ZONE,не указана,От 1 года до 3 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0
Ведущий инженер по информационной безопасности,https://hh.ru/vacancy/105301411,Компания ТрансТелеКом,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,1
Казначей,https://hh.ru/vacancy/118464959,Positive Technologies,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Менеджер по продажам IT-автоматизации,https://hh.ru/vacancy/118594675,Первый Бит,от 80000 RUR,Нет опыта,Нет,0,0,0,0,0,0,0,0,0,0,0,0
AppSec инженер,https://hh.ru/vacancy/117677832,Центр Новых Финансовых Сервисов,не указана,От 1 года до 3 лет,Нет,0,1,1,0,1,0,0,1,0,0,0,0
Методолог по кибербезопасности / информационной безопасности,https://hh.ru/vacancy/118917202,Центр Новых Финансовых Сервисов,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Главный специалист службы внутреннего контроля-комплаенс службы,https://hh.ru/vacancy/116545294,"Авангард, АКБ",не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Архитектор по информационной безопасности,https://hh.ru/vacancy/117429076,Солар,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Application Security Engineer,https://hh.ru/vacancy/117522872,РАСЧЕТНЫЕ РЕШЕНИЯ,не указана,От 1 года до 3 лет,Нет,1,0,1,0,1,0,1,1,0,0,0,0
Data Scientist (аналитик-разработчик) в модерацию рекламы,https://hh.ru/vacancy/118191844,Яндекс,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0
Эксперт по организационному проектированию,https://hh.ru/vacancy/118829437,Солар,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Руководитель направления по кибербезопасности ИИ,https://hh.ru/vacancy/119122608,СБЕР,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Руководитель направления 1 линии реагирования SOC,https://hh.ru/vacancy/118592564,Альфа-Банк,не указана,От 3 до 6 лет,Нет,0,1,0,0,0,0,0,0,1,0,0,0
Системный инженер UC и ВКС,https://hh.ru/vacancy/118969193,intact,не указана,От 3 до 6 лет,Нет,0,1,0,0,0,0,0,0,0,0,0,0
Консультант по информационной безопасности/Специалист КИИ,https://hh.ru/vacancy/114563042,ИНФОРМЗАЩИТА,не указана,От 1 года до 3 лет,Нет,0,1,0,0,0,0,0,0,0,0,0,0
Главный инженер СЗИ,https://hh.ru/vacancy/117949306,BI.ZONE,не указана,Более 6 лет,Нет,0,1,0,0,0,1,0,0,1,0,0,0
Руководитель направления SOC,https://hh.ru/vacancy/117938766,СК Сбербанк страхование жизни,не указана,Более 6 лет,Нет,0,1,0,0,0,0,0,0,1,0,0,0
DevSecOps / DevOps (кибербезопасность),https://hh.ru/vacancy/118401076,Газпромбанк,не указана,От 1 года до 3 лет,Нет,0,1,0,0,0,1,0,1,0,0,0,0
Архитектор по кибербезопасности продуктов,https://hh.ru/vacancy/117410889,Navio (ООО Автотех),не указана,От 3 до 6 лет,Нет,0,1,0,0,1,1,0,0,0,1,0,0
Консультант по информационной безопасности,https://hh.ru/vacancy/118816561,ГК Innostage,не указана,От 3 до 6 лет,Да,0,0,0,0,0,1,0,0,0,0,0,0
Devops specialist,https://hh.ru/vacancy/119160075,СБЕР,не указана,От 3 до 6 лет,Нет,1,1,0,0,1,0,0,0,0,0,0,0
Менеджер проектов внедрения ИТ-решений в Финансовый блок,https://hh.ru/vacancy/118706257,СК Сбербанк страхование жизни,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Специалист по информационной безопасности (методолог),https://hh.ru/vacancy/118730397,Cosmos Hotel Group,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Senior product designer [MTС Web Services (MWS)],https://hh.ru/vacancy/117196453,МТС,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0
Pentester [Middle],https://hh.ru/vacancy/118699001,Диплей,не указана,От 1 года до 3 лет,Да,0,1,0,0,0,0,0,1,0,0,0,0
Руководитель группы проектного учета,https://hh.ru/vacancy/118829065,Солар,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Инженер по кибербезопасности,https://hh.ru/vacancy/106880653,Центр Новых Финансовых Сервисов,не указана,От 3 до 6 лет,Нет,0,1,0,0,0,0,0,1,1,0,0,0
Методолог по информационной безопасности в Отдел взаимодействия с региональными филиалами,https://hh.ru/vacancy/118554780,Россельхозбанк,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0
Эксперт/специалист Application Security,https://hh.ru/vacancy/119018209,SberTech,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,1,0,0,0,0
Аналитик 1С,https://hh.ru/vacancy/118774220,BI.ZONE,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Менеджер по продвижению ИТ-решений,https://hh.ru/vacancy/105340258,КРОК,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Инженер в группу облачных СХД,https://hh.ru/vacancy/118302729,Клауд Солюшенс,не указана,От 3 до 6 лет,Нет,0,1,1,0,1,1,0,0,0,0,0,0
Специалист по кибербезопасности (SOC),https://hh.ru/vacancy/118042307,Газпромнефть-Снабжение,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,1,0,0,0
Инженер (внедрение сетевых СЗИ),https://hh.ru/vacancy/116366451,Солар,не указана,От 1 года до 3 лет,Нет,0,1,0,0,0,0,0,0,0,0,0,0
Специалист по архитектуре информационной безопасности,https://hh.ru/vacancy/118423720,СИСТЭМ ЭЛЕКТРИК,не указана,От 1 года до 3 лет,Да,0,1,1,0,1,0,0,0,0,0,0,0
Инженер по сопровождению сетевого оборудования,https://hh.ru/vacancy/118852611,ГК Innostage,не указана,От 1 года до 3 лет,Нет,0,1,0,0,0,0,0,0,0,0,0,0
Руководитель направления безопасности контейнерных сред,https://hh.ru/vacancy/119106248,Cloud.ru,не указана,От 3 до 6 лет,Нет,0,1,0,0,1,1,0,0,0,0,0,0
Эксперт направления по антивирусной защиты,https://hh.ru/vacancy/117684226,Русская Нержавеющая Компания,не указана,От 1 года до 3 лет,Да,0,1,0,0,0,1,0,0,0,0,0,0
Инженер (администратор) СЗИ,https://hh.ru/vacancy/117876461,ЦИБИТ,не указана,От 3 до 6 лет,Нет,0,1,0,0,0,0,0,0,0,0,0,0
"Старший консультант, конфиденциальность данных, группа по оказанию услуг в области кибербезопасности",https://hh.ru/vacancy/115698280,Kept (Кэпт),не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,1
Специалист по расследованию и реагированию на угрозы ИБ,https://hh.ru/vacancy/85899981,Positive Technologies,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,1,0,0,0
Аналитик киберугроз,https://hh.ru/vacancy/115777671,Р-Вижн,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,1,0,0,0
Администратор 1С Бухгалтерия и ЗУП,https://hh.ru/vacancy/118241486,Амс Тимс,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Инженер-проектировщик средств защиты информации,https://hh.ru/vacancy/117789498,ГК Innostage,не указана,От 1 года до 3 лет,Да,0,0,0,0,0,0,0,0,1,0,0,0
Главный специалист по администрированию и сопровождению СКЗИ,https://hh.ru/vacancy/116521104,Трубная Металлургическая Компания,не указана,Нет опыта,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Ведущий разработчик С++ (MacOS),https://hh.ru/vacancy/117030369,Zecurion,не указана,От 3 до 6 лет,Да,0,1,0,0,0,0,0,0,0,0,0,0
PR-менеджер,https://hh.ru/vacancy/118557655,SafeTech (СэйфТек),не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Аккаунт-директор,https://hh.ru/vacancy/117022633,iTPROTECT,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Архитектор по информационной безопасности,https://hh.ru/vacancy/118223070,ГНИВЦ,не указана,От 3 до 6 лет,Нет,0,0,1,0,1,0,0,0,0,0,0,0
Senior Devops,https://hh.ru/vacancy/118428219,СБЕР,не указана,Более 6 лет,Нет,1,1,0,0,1,0,0,0,0,0,0,0
Менеджер по работе с ключевыми заказчиками,https://hh.ru/vacancy/115723131,Zecurion,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Пресейл инженер проектов (ИБ),https://hh.ru/vacancy/118505113,Солар,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,1,0,0,0
Менеджер по сопровождению проверок,https://hh.ru/vacancy/118753863,Солар,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Пресейл инженер / Pre-sale инженер,https://hh.ru/vacancy/118955740,Солар,не указана,От 1 года до 3 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0
Senior Go разработчик,https://hh.ru/vacancy/117248702,BI.ZONE,не указана,От 3 до 6 лет,Да,0,0,0,0,0,1,0,0,1,0,0,0
